Polygon_ID,acq_date,frp,acq_time,ELEV_sum,ELEV_mean,SLP_sum,SLP_mean,EVT_sum,EVT_mean,EVH_sum,EVH_mean,EVC_sum,EVC_mean,CBD_sum,CBD_mean,CBH_sum,CBH_mean,CC_sum,CC_mean,CH_sum,CH_mean,c_latitude,c_longitude,TEMP_min,TEMP_max,PRCP,SNOW,WDIR_ave,WSPD_ave,PRES_ave,WCOMP,frp_scaled
1745636,2016-07-30,2.3,950,94684.0,328.7639,6238.0,21.659721,23082.0,160.29167,17731.0,123.13194,1010160.0,7015.0,14173.0,98.423615,1505.0,10.451389,8980.0,62.36111,58960.0,409.44446,-2271551.24289801,1790505.4206071598,14.8,16.0,23.8,0.0,0.0,303.6,11.2,1009.3,0.5185139398778874
1745641,2016-07-28,12.2,"2149,2149",136098.0,436.21155,9002.0,28.852564,32531.0,208.53206,28499.0,182.6859,1111091.0,7122.3784,7937.0,50.878204,1451.0,9.301282,6920.0,44.358974,35840.0,229.74359,-2271551.24289801,1788630.4206071598,15.4,16.0,23.9,0.0,0.0,300.8,11.9,1011.8,1.1205739312058498
1761085,2016-07-23,15.7,2142,127818.0,409.67307,7668.0,24.576923,39556.0,253.5641,34705.0,222.46794,1175235.0,7533.5576,5110.0,32.75641,979.0,6.275641,5080.0,32.564102,20860.0,133.71794,-2270801.24289801,1803630.42060716,17.1,15.6,34.1,0.0,0.0,293.7,16.2,1013.7,1.2227164711475833
1761085,2016-07-24,1.2,1003,127818.0,409.67307,7668.0,24.576923,39556.0,253.5641,34705.0,222.46794,1175235.0,7533.5576,5110.0,32.75641,979.0,6.275641,5080.0,32.564102,20860.0,133.71794,-2270801.24289801,1803630.42060716,15.5,14.3,25.2,0.0,0.0,294.6,12.6,1011.1,0.3424226808222063
1761087,2016-07-23,10.3,1022,173976.0,557.61536,6784.0,21.74359,47794.0,306.3718,42483.0,272.32693,1345372.0,8624.18,654.0,4.1923075,149.0,0.9551282,815.0,5.224359,3230.0,20.705128,-2270801.24289801,1802880.42060716,17.1,15.6,34.1,0.0,0.0,293.7,16.2,1013.7,1.0530784434834195
1768834,2016-07-23,3.3,1022,159068.0,509.83334,6826.0,21.878204,41394.0,265.34616,36813.0,235.98077,1112188.0,7129.41,7107.0,45.557693,813.0,5.2115383,5220.0,33.46154,21480.0,137.6923,-2270426.24289801,1801005.4206071598,17.1,15.6,34.1,0.0,0.0,293.7,16.2,1013.7,0.6334684555795865
1768854,2016-07-26,3.6,1105,132434.0,424.46796,8506.0,27.262821,42076.0,269.71796,37456.0,240.10257,1111972.0,7128.026,6550.0,41.98718,753.0,4.826923,4985.0,31.955128,18030.0,115.57692,-2270426.24289801,1793505.4206071598,15.7,16.2,21.7,0.0,0.0,298.2,13.3,1011.6,0.6627578316815741
1768856,2016-07-25,5.2,944,115600.0,370.51282,7236.0,23.192308,26619.0,170.63461,21591.0,138.40384,1097223.0,7033.481,10023.0,64.25,1522.0,9.756411,8910.0,57.115383,43100.0,276.28204,-2270426.24289801,1792755.4206071598,14.4,16.2,24.0,0.0,0.0,299.0,11.5,1012.9,0.7923916894982539
1768882,2016-08-09,0.6,"1003,1003",117134.0,375.42947,6094.0,19.532051,24133.0,154.69872,20854.0,133.67949,1098547.0,7041.968,13240.0,84.871796,790.0,5.0641026,7765.0,49.775642,41750.0,267.6282,-2270426.24289801,1783005.4206071598,16.0,13.6,22.2,0.0,0.0,131.6,15.5,1011.7,0.2041199826559248
1776583,2016-07-23,52.6,"1022,1022",201922.0,647.1859,8248.0,26.435898,49166.0,315.16666,44586.0,285.80768,1119989.0,7179.4165,10898.0,69.85897,232.0,1.4871795,4505.0,28.878204,22390.0,143.52563,-2270051.24289801,1798380.4206071598,17.1,15.6,34.1,0.0,0.0,293.7,16.2,1013.7,1.72916478969277
1784324,2016-07-23,52.6,1022,194896.0,624.6667,8438.0,27.044872,46433.0,297.64743,42629.0,273.26282,1118200.0,7167.9487,10596.0,67.92308,129.0,0.8269231,4560.0,29.23077,20240.0,129.74359,-2269676.24289801,1798755.4206071598,17.1,15.6,34.1,0.0,0.0,293.7,16.2,1013.7,1.72916478969277
1784329,2016-07-23,14.6,"1022,1022",223520.0,661.30176,7676.0,22.71006,46225.0,273.52072,41202.0,243.79881,1215444.0,7191.9766,8876.0,52.52071,366.0,2.1656804,5470.0,32.366863,18080.0,106.98225,-2269676.24289801,1796880.4206071598,17.1,15.6,34.1,0.0,0.0,293.7,16.2,1013.7,1.1931245983544616
1792061,2016-07-27,3.9,906,248800.0,797.4359,5682.0,18.211538,45584.0,292.20514,41735.0,267.53204,1117385.0,7162.724,5982.0,38.346153,742.0,4.75641,4080.0,26.153847,20420.0,130.89743,-2269301.24289801,1800630.4206071598,15.5,15.9,23.1,0.0,0.0,292.5,11.2,1011.6,0.6901960800285137
1792075,2016-07-23,113.9,"2002,2142",203010.0,650.6731,8930.0,28.621796,43047.0,275.94232,38128.0,244.41026,1112402.0,7130.782,5138.0,32.935898,170.0,1.0897436,3320.0,21.282051,10520.0,67.4359,-2269301.24289801,1795380.4206071598,17.1,15.6,34.1,0.0,0.0,293.7,16.2,1013.7,2.060320028688285
1792084,2016-07-24,58.0,"2123,1003",147334.0,511.5764,7026.0,24.395834,40715.0,282.74304,36301.0,252.09027,1028681.0,7143.618,9230.0,64.09722,206.0,1.4305556,5060.0,35.13889,19120.0,132.77777,-2269301.24289801,1792005.4206071598,15.5,14.3,25.2,0.0,0.0,294.6,12.6,1011.1,1.7708520116421442
1792093,2016-07-24,43.2,2123,252558.0,809.4808,7654.0,24.532051,40403.0,258.9936,36374.0,233.16667,1235003.0,7916.686,1713.0,10.980769,534.0,3.4230769,3070.0,19.679487,8480.0,54.358974,-2269301.24289801,1788630.4206071598,15.5,14.3,25.2,0.0,0.0,294.6,12.6,1011.1,1.645422269349092
1792097,2016-07-25,18.0,2104,128378.0,411.46796,8724.0,27.961538,37596.0,241.0,32841.0,210.51923,1119099.0,7173.7114,10924.0,70.02564,907.0,5.8141026,7350.0,47.115383,36400.0,233.33333,-2269301.24289801,1787130.4206071598,14.4,16.2,24.0,0.0,0.0,299.0,11.5,1012.9,1.2787536009528289
1792098,2016-07-27,5.6,"906,906",107074.0,371.78473,9030.0,31.354166,37453.0,260.09027,33174.0,230.375,1033257.0,7175.396,5005.0,34.756943,715.0,4.9652777,5355.0,37.1875,17530.0,121.736115,-2269301.24289801,1786755.4206071598,15.5,15.9,23.1,0.0,0.0,292.5,11.2,1011.6,0.8195439355418687
1792107,2016-08-13,3.8,1028,162942.0,522.25,8650.0,27.72436,43116.0,276.3846,39771.0,254.9423,1214030.0,7782.2437,975.0,6.25,185.0,1.1858975,900.0,5.769231,3620.0,23.205128,-2269301.24289801,1783380.4206071598,16.3,16.7,22.9,0.0,0.0,335.5,12.2,1014.7,0.6812412373755872
1799806,2016-07-23,120.2,2142,264308.0,847.14105,5712.0,18.307692,45599.0,292.30127,41559.0,266.40384,1125306.0,7213.5,4848.0,31.076923,804.0,5.1538463,3995.0,25.608974,17310.0,110.96154,-2268926.24289801,1799505.4206071598,17.1,15.6,34.1,0.0,0.0,293.7,16.2,1013.7,2.0835026198302677
1799806,2016-07-24,2.8,1003,264308.0,847.14105,5712.0,18.307692,45599.0,292.30127,41559.0,266.40384,1125306.0,7213.5,4848.0,31.076923,804.0,5.1538463,3995.0,25.608974,17310.0,110.96154,-2268926.24289801,1799505.4206071598,15.5,14.3,25.2,0.0,0.0,294.6,12.6,1011.1,0.5797835966168101
1799808,2016-07-24,12.2,1003,219862.0,704.6859,8830.0,28.301283,45231.0,289.94232,41768.0,267.7436,1117704.0,7164.769,5357.0,34.339745,287.0,1.8397436,3400.0,21.794872,14340.0,91.92308,-2268926.24289801,1798755.4206071598,15.5,14.3,25.2,0.0,0.0,294.6,12.6,1011.1,1.1205739312058498
1799839,2016-07-25,18.0,2104,137466.0,406.70413,10786.0,31.911243,45349.0,268.33728,39723.0,235.04733,1231620.0,7287.6924,6579.0,38.928993,1590.0,9.408284,7410.0,43.846153,26620.0,157.51479,-2268926.24289801,1787130.4206071598,14.4,16.2,24.0,0.0,0.0,299.0,11.5,1012.9,1.2787536009528289
1799844,2016-08-01,5.8,"2214,1053,913",152958.0,490.25,6950.0,22.27564,28032.0,179.6923,24391.0,156.35257,1119071.0,7173.532,9699.0,62.173077,1164.0,7.4615383,7175.0,45.99359,40530.0,259.80768,-2268926.24289801,1785255.4206071598,16.7,16.1,21.9,0.0,0.0,206.9,12.2,1014.9,0.8325089127062363
1799849,2016-07-31,57.4,2052,213184.0,630.7219,7748.0,22.923077,47176.0,279.14792,43313.0,256.28995,1341889.0,7940.1714,2887.0,17.08284,129.0,0.7633136,1805.0,10.680473,6130.0,36.27219,-2268926.24289801,1783380.4206071598,15.6,16.8,24.8,0.0,0.0,169.5,11.9,1011.5,1.7664128471123994
1807082,2016-03-14,1.3,"938,938",0.0,0.0,0.0,0.0,6692.0,23.23611,6692.0,23.23611,2110326.0,7327.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2268551.24289801,1974255.42060716,12.7,10.0,15.0,0.0,0.0,236.2,12.8,1022.5,0.3617278360175928
1807082,2016-07-09,1.4,944,0.0,0.0,0.0,0.0,6692.0,23.23611,6692.0,23.23611,2110326.0,7327.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2268551.24289801,1974255.42060716,18.7,14.0,25.0,0.0,0.0,272.7,13.9,1016.4,0.380211241711606
1807560,2016-07-24,2.0,1003,182970.0,635.3125,8498.0,29.506945,41508.0,288.25,37125.0,257.8125,1029910.0,7152.153,8578.0,59.569443,211.0,1.4652778,4625.0,32.118057,16330.0,113.40278,-2268551.24289801,1795005.4206071598,15.5,14.3,25.2,0.0,0.0,294.6,12.6,1011.1,0.4771212547196624
1807571,2016-07-29,2.9,1009,142668.0,457.26923,6896.0,22.102564,31382.0,201.16667,26136.0,167.53847,1114902.0,7146.8076,15146.0,97.089745,721.0,4.6217947,8690.0,55.705128,59200.0,379.48718,-2268551.24289801,1790880.4206071598,15.2,15.0,23.5,0.0,0.0,297.0,10.8,1010.0,0.5910646070264992
1807579,2016-07-25,2.9,944,184048.0,589.89746,11164.0,35.78205,46596.0,298.69232,41426.0,265.55127,1271147.0,8148.3784,1328.0,8.51282,400.0,2.5641026,1855.0,11.891026,5410.0,34.679485,-2268551.24289801,1787880.4206071598,14.4,16.2,24.0,0.0,0.0,299.0,11.5,1012.9,0.5910646070264992
1807582,2016-07-27,2.1,906,60280.0,209.30556,9432.0,32.75,25907.0,179.90973,21652.0,150.36111,1039378.0,7217.903,6188.0,42.97222,919.0,6.3819447,6900.0,47.916668,32540.0,225.97223,-2268551.24289801,1786755.4206071598,15.5,15.9,23.1,0.0,0.0,292.5,11.2,1011.6,0.4913616938342727
1814823,2016-03-08,1.0,950,0.0,0.0,0.0,0.0,6136.0,18.153847,6136.0,18.153847,2474380.0,7320.651,40.0,0.1183432,12.0,0.03550296,90.0,0.2662722,780.0,2.3076923,-2268176.24289801,1974630.42060716,10.2,5.0,14.0,0.0,0.0,240.0,9.4,1019.0,0.3010299956639812
1815296,2016-07-23,306.1,2142,274276.0,879.0897,6238.0,19.99359,48732.0,312.3846,44774.0,287.01282,1128889.0,7236.468,6387.0,40.942307,731.0,4.6858974,3925.0,25.160257,19670.0,126.089745,-2268176.24289801,1797255.4206071598,17.1,15.6,34.1,0.0,0.0,293.7,16.2,1013.7,2.4872798164430687
1823034,2016-07-26,6.4,925,251878.0,874.5764,7926.0,27.520834,31800.0,220.83333,28179.0,195.6875,1022943.0,7103.771,5356.0,37.194443,1913.0,13.284722,7630.0,52.98611,26180.0,181.80556,-2267801.24289801,1798755.4206071598,15.7,16.2,21.7,0.0,0.0,298.2,13.3,1011.6,0.8692317197309762
1823065,2016-07-25,13.2,2104,92744.0,297.2564,10752.0,34.46154,36177.0,231.90384,30814.0,197.52563,1162557.0,7452.2886,10291.0,65.96795,1428.0,9.153846,7575.0,48.557693,42430.0,271.98718,-2267801.24289801,1787130.4206071598,14.4,16.2,24.0,0.0,0.0,299.0,11.5,1012.9,1.1522883443830565
1823079,2016-08-07,10.2,"2021,1040,1040",259236.0,830.88464,10196.0,32.679485,28238.0,181.01282,25787.0,165.30128,1154705.0,7401.955,5277.0,33.826923,1040.0,6.6666665,5630.0,36.089745,23400.0,150.0,-2267801.24289801,1781880.4206071598,15.8,12.8,22.3,0.0,0.0,271.8,14.8,1012.7,1.0492180226701815
1830813,2016-08-01,5.7,913,232252.0,687.1361,11010.0,32.573963,28968.0,171.40828,25821.0,152.78699,1202110.0,7113.077,11836.0,70.0355,978.0,5.786982,8775.0,51.923077,39830.0,235.68048,-2267426.24289801,1784880.4206071598,16.7,16.1,21.9,0.0,0.0,206.9,12.2,1014.9,0.8260748027008264
1838517,2016-07-26,27.7,"925,2046",250664.0,803.4103,9266.0,29.698717,29844.0,191.3077,26453.0,169.57051,1109759.0,7113.84,5793.0,37.134617,2091.0,13.403846,8870.0,56.858974,28300.0,181.41026,-2267051.24289801,1799130.4206071598,15.7,16.2,21.7,0.0,0.0,298.2,13.3,1011.6,1.4578818967339924
1838536,2016-07-25,7.0,944,204886.0,711.4097,6268.0,21.76389,45693.0,317.3125,41982.0,291.54166,1034983.0,7187.382,8109.0,56.3125,444.0,3.0833333,4710.0,32.708332,22240.0,154.44444,-2267051.24289801,1792005.4206071598,14.4,16.2,24.0,0.0,0.0,299.0,11.5,1012.9,0.9030899869919436
1838540,2016-07-27,19.5,1047,260728.0,905.30554,5590.0,19.409721,42688.0,296.44446,38521.0,267.50696,1031221.0,7161.257,9108.0,63.25,518.0,3.5972223,5160.0,35.833332,26280.0,182.5,-2267051.24289801,1790505.4206071598,15.5,15.9,23.1,0.0,0.0,292.5,11.2,1011.6,1.3117538610557542
1838552,2016-07-30,4.9,950,119998.0,416.65973,7764.0,26.958334,22448.0,155.88889,18884.0,131.13889,1012261.0,7029.5903,13894.0,96.486115,1544.0,10.722222,8710.0,60.48611,54480.0,378.33334,-2267051.24289801,1786005.4206071598,14.8,16.0,23.8,0.0,0.0,303.6,11.2,1009.3,0.7708520116421442
1838556,2016-08-04,1.6,"957,2117",170188.0,590.93054,7490.0,26.006945,24292.0,168.69444,21672.0,150.5,1018615.0,7073.7153,10753.0,74.673615,1160.0,8.055555,7920.0,55.0,39840.0,276.66666,-2267051.24289801,1784505.4206071598,15.1,15.6,21.6,0.0,0.0,249.9,14.0,1014.3,0.414973347970818
1838565,2016-08-07,10.3,"2021,1040",258262.0,827.7628,9692.0,31.064102,40820.0,261.66666,37673.0,241.49359,1136378.0,7284.474,8436.0,54.076923,533.0,3.4166667,5530.0,35.44872,20900.0,133.97437,-2267051.24289801,1781130.4206071598,15.8,12.8,22.3,0.0,0.0,271.8,14.8,1012.7,1.0530784434834195
1838576,2016-08-14,11.0,"2129,2129,1009",116714.0,405.25696,9480.0,32.916668,39488.0,274.22223,35991.0,249.9375,1033090.0,7174.2363,4324.0,30.027779,1091.0,7.576389,4970.0,34.51389,17680.0,122.77778,-2267051.24289801,1777005.4206071598,16.2,14.5,22.7,0.0,0.0,335.2,13.7,1013.2,1.0791812460476249
1846257,2016-07-28,4.0,1028,206346.0,610.49115,8934.0,26.431953,35715.0,211.33136,30721.0,181.78107,1195254.0,7072.509,14290.0,84.55621,1472.0,8.710059,8610.0,50.946747,59200.0,350.29587,-2266676.24289801,1799880.4206071598,15.4,16.0,23.9,0.0,0.0,300.8,11.9,1011.8,0.6989700043360189
1846261,2016-07-27,3.6,"906,2027,1047,1047",202656.0,599.574,8792.0,26.011835,30260.0,179.05325,26314.0,155.70415,1200780.0,7105.207,14967.0,88.56213,689.0,4.076923,10285.0,60.857986,41350.0,244.67456,-2266676.24289801,1798380.4206071598,15.5,15.9,23.1,0.0,0.0,292.5,11.2,1011.6,0.6627578316815741
1846306,2016-08-07,2.6,1040,194074.0,622.03204,8630.0,27.660257,26996.0,173.05128,23860.0,152.94872,1122344.0,7194.5127,13004.0,83.35897,723.0,4.6346154,7820.0,50.128204,42080.0,269.7436,-2266676.24289801,1781505.4206071598,15.8,12.8,22.3,0.0,0.0,271.8,14.8,1012.7,0.5563025007672873
1846313,2016-08-07,10.2,2021,267080.0,790.1775,11426.0,33.804733,53638.0,317.3846,48807.0,288.79883,1223905.0,7242.0415,7797.0,46.136093,738.0,4.3668637,6100.0,36.094673,20040.0,118.57988,-2266676.24289801,1778880.4206071598,15.8,12.8,22.3,0.0,0.0,271.8,14.8,1012.7,1.0492180226701815
1846317,2016-08-14,5.0,1009,192994.0,570.98816,11344.0,33.56213,43064.0,254.81657,39251.0,232.25444,1208737.0,7152.29,7477.0,44.242603,1193.0,7.0591717,6545.0,38.72781,25550.0,151.18343,-2266676.24289801,1777380.4206071598,16.2,14.5,22.7,0.0,0.0,335.2,13.7,1013.2,0.7781512503836436
1854018,2016-07-25,77.6,"2104,944",300786.0,1044.3959,6838.0,23.743055,41328.0,287.0,37557.0,260.8125,1030302.0,7154.875,4799.0,33.32639,893.0,6.201389,4280.0,29.722221,17620.0,122.361115,-2266301.24289801,1792755.4206071598,14.4,16.2,24.0,0.0,0.0,299.0,11.5,1012.9,1.895422546039408
1854041,2016-08-04,10.3,957,135636.0,434.73077,8978.0,28.77564,25775.0,165.22437,22127.0,141.83974,1107520.0,7099.4873,15342.0,98.34615,1095.0,7.019231,7360.0,47.179485,63280.0,405.64102,-2266301.24289801,1784130.4206071598,15.1,15.6,21.6,0.0,0.0,291.3,14.0,1014.3,1.0530784434834195
1854042,2016-08-04,10.3,957,156552.0,543.5833,7130.0,24.756945,23191.0,161.04861,19945.0,138.50694,1012144.0,7028.778,13592.0,94.388885,964.0,6.6944447,6860.0,47.63889,58480.0,406.1111,-2266301.24289801,1783755.4206071598,15.1,15.6,21.6,0.0,0.0,291.3,14.0,1014.3,1.0530784434834195
1861751,2016-07-26,4.4,1105,290050.0,858.1361,6364.0,18.828402,40372.0,238.88757,35424.0,209.60947,1200914.0,7106.0,10806.0,63.94083,1774.0,10.497042,8945.0,52.928993,47170.0,279.11243,-2265926.24289801,1796130.4206071598,15.7,16.2,21.7,0.0,0.0,298.2,13.3,1011.6,0.7323937598229685
1861758,2016-07-25,5.2,944,325110.0,1042.0193,6732.0,21.576923,45588.0,292.23077,41357.0,265.10898,1116825.0,7159.135,4941.0,31.673077,837.0,5.3653846,4130.0,26.47436,20500.0,131.41026,-2265926.24289801,1793505.4206071598,14.4,16.2,24.0,0.0,0.0,299.0,11.5,1012.9,0.7923916894982539
1861766,2016-07-26,10.3,2046,265720.0,851.6667,5696.0,18.25641,32655.0,209.32692,27302.0,175.01282,1134501.0,7272.4424,9248.0,59.28205,1818.0,11.653846,9205.0,59.00641,49490.0,317.2436,-2265926.24289801,1790505.4206071598,15.7,16.2,21.7,0.0,0.0,298.2,13.3,1011.6,1.0530784434834195
1869488,2016-07-28,6.0,1028,176490.0,612.8125,8262.0,28.6875,24673.0,171.34027,21577.0,149.84027,1020718.0,7088.3193,7358.0,51.09722,1694.0,11.763889,8245.0,57.256943,32170.0,223.40277,-2265551.24289801,1798005.4206071598,15.4,16.0,23.9,0.0,0.0,300.8,11.9,1011.8,0.8450980400142568
1869493,2016-07-31,3.4,932,277040.0,887.9487,6122.0,19.621796,28051.0,179.8141,23067.0,147.86539,1098576.0,7042.154,7845.0,50.28846,1933.0,12.391026,9065.0,58.108974,40210.0,257.7564,-2265551.24289801,1796130.4206071598,15.6,16.8,24.8,0.0,0.0,169.5,11.9,1011.5,0.6434526764861874
1869515,2016-07-27,26.0,"2208,906",287044.0,920.0128,6694.0,21.455128,47638.0,305.3718,41930.0,268.78204,1127843.0,7229.7627,2973.0,19.057692,863.0,5.532051,4085.0,26.185898,13430.0,86.089745,-2265551.24289801,1787880.4206071598,15.5,15.9,23.1,0.0,0.0,292.5,11.2,1011.6,1.4313637641589874
1869525,2016-08-07,3.8,900,119938.0,384.41666,8150.0,26.121796,23349.0,149.67308,20140.0,129.10257,1116200.0,7155.1284,14136.0,90.61539,1186.0,7.6025643,7720.0,49.48718,61600.0,394.8718,-2265551.24289801,1784130.4206071598,15.8,12.8,22.3,0.0,0.0,271.8,14.8,1012.7,0.6812412373755872
1869535,2016-08-06,1.7,"1059,919",212596.0,681.39746,6184.0,19.820513,29031.0,186.09616,26054.0,167.01282,1163609.0,7459.032,5378.0,34.474358,1338.0,8.576923,6605.0,42.339745,21170.0,135.70512,-2265551.24289801,1780380.4206071598,15.1,13.0,22.8,0.0,0.0,132.7,12.2,1012.9,0.4313637641589873
1869549,2016-08-14,4.6,"2129,1009",96952.0,310.7436,12484.0,40.01282,24403.0,156.42949,20997.0,134.59616,1107645.0,7100.2886,12267.0,78.63461,995.0,6.3782053,6040.0,38.71795,51520.0,330.2564,-2265551.24289801,1775130.4206071598,16.2,14.5,22.7,0.0,0.0,335.2,13.7,1013.2,0.7481880270062004
1877230,2016-07-28,6.4,1028,162534.0,520.9423,6630.0,21.25,24903.0,159.63461,21165.0,135.67308,1112352.0,7130.4614,11592.0,74.30769,1818.0,11.653846,9365.0,60.03205,50270.0,322.2436,-2265176.24289801,1798005.4206071598,15.4,16.0,23.9,0.0,0.0,300.8,11.9,1011.8,0.8692317197309762
1877261,2016-07-28,22.4,2149,252380.0,746.6864,9628.0,28.485207,53940.0,319.1716,46535.0,275.35504,1240087.0,7337.793,4442.0,26.284023,1223.0,7.236686,6870.0,40.650887,19140.0,113.25444,-2265176.24289801,1786380.4206071598,15.4,16.0,23.9,0.0,0.0,300.8,11.9,1011.8,1.3692158574101427
1877269,2016-08-04,22.9,957,240002.0,710.06506,12584.0,37.23077,29146.0,172.46153,26405.0,156.2426,1191602.0,7050.8994,10099.0,59.757397,1017.0,6.0177517,7205.0,42.633137,35170.0,208.1065,-2265176.24289801,1783380.4206071598,15.1,15.6,21.6,0.0,0.0,291.3,14.0,1014.3,1.3783979009481375
1877287,2016-08-10,1.9,944,221672.0,655.8343,11120.0,32.899406,52235.0,309.08286,47299.0,279.87573,1208363.0,7150.077,6302.0,37.28994,1080.0,6.3905325,5945.0,35.177513,22110.0,130.8284,-2265176.24289801,1776630.4206071598,15.4,13.3,22.8,0.0,0.0,130.0,10.4,1013.7,0.4623979978989561
1885012,2016-08-04,11.1,2117,205968.0,715.1667,8486.0,29.465279,24574.0,170.65277,21343.0,148.21527,1014630.0,7046.0415,10994.0,76.34722,1272.0,8.833333,7960.0,55.27778,44520.0,309.16666,-2264801.24289801,1783005.4206071598,15.1,15.6,21.6,0.0,0.0,291.3,14.0,1014.3,1.08278537031645
1891942,2016-04-26,4.8,2053,0.0,0.0,0.0,0.0,48067.0,308.1218,42673.0,273.54486,1211218.0,7764.218,393.0,2.5192308,227.0,1.4551282,1090.0,6.9871793,4020.0,25.76923,-2264426.24289801,2087505.42060716,11.5,4.4,19.4,0.0,0.0,300.1,10.4,1018.0,0.7634279935629372
1891942,2016-04-26,4.8,2053,0.0,0.0,0.0,0.0,48067.0,308.1218,42673.0,273.54486,1211218.0,7764.218,393.0,2.5192308,227.0,1.4551282,1090.0,6.9871793,4020.0,25.76923,-2264426.24289801,2087505.42060716,11.5,4.4,19.4,0.0,0.0,300.1,10.4,1018.0,0.7634279935629372
1892751,2016-07-31,0.5,932,123144.0,364.33136,8024.0,23.739645,25798.0,152.6509,22058.0,130.5207,1231042.0,7284.272,12632.0,74.74556,1460.0,8.639053,8645.0,51.153847,61790.0,365.6213,-2264426.24289801,1784130.4206071598,15.6,16.8,24.8,0.0,0.0,169.5,11.9,1011.5,0.1760912590556812
